Rank,Score,"Programming Skills","Driver Skills","Highest Programming Skills","Highest Driver Skills","Highest Programming Score Timestamp","Highest Driver Score Timestamp","Highest Programming Score Stop Time","Highest Driver Score Stop Time","Team Number","Team Name",Organization,"Event Region",Country/Region
1497,62,0,62,0,62,,"2022-11-17 01:03:20",0,0,17505B,"Power Panthers","IM TERRELL ACADEMY FOR STEM AND VPA","Texas - Region 2","United States"
1498,62,0,62,0,62,,"2022-11-19 14:42:27",0,0,11981A,"Warriors 1","Steinbrenner JROTC","Florida - North/Central","United States"
1499,62,0,62,0,62,,"2022-11-19 18:19:24",0,0,3389C,"GULLS Robotics","GULLS Robotics",Delmarva,"United States"
1500,62,0,62,0,62,,"2022-11-20 18:39:08",0,0,17990E,Ethereal,Private,Illinois,"United States"
1501,62,0,62,0,62,,"2022-12-03 20:09:25",0,0,18055A,"Whitnall Robotics Club","WHITNALL HIGH",Wisconsin,"United States"
1502,62,0,62,0,62,,"2022-12-04 20:16:16",0,0,507C,"Mustang Robotics","OTAY RANCH SENIOR HIGH","California - Region 4","United States"
1503,62,0,62,0,62,,"2022-12-08 17:44:18",0,0,54200B,"Theodore Team 2","THEODORE HIGH SCHOOL",Alabama,"United States"
1504,62,0,62,0,62,,"2022-12-10 17:09:29",0,0,7842H,"Robotics71 - H","Robotics71 - School District #71","Vancouver Island (BC)",Canada
1505,62,0,62,0,62,,"2022-12-10 17:24:21",0,0,43440X,"Sharp Shooters","MARLBOROUGH HIGH","Southern New England","United States"
1506,62,0,62,0,62,,"2022-12-10 17:41:20",0,0,63303D,"JCHS Robotics - Dabbling Dinos","JOHNSON CO HIGH SCHOOL",Tennessee,"United States"
1507,62,0,62,0,62,,"2022-12-10 18:09:09",0,0,13907B,"ACTC Robo El","AUTAUGA COUNTY TECHNOLOGY CENTER",Alabama,"United States"
1508,62,0,62,0,62,,"2022-12-10 18:16:10",0,0,94989Z,Frogees,"Riverside Secondary","British Columbia (BC)",Canada
1509,62,0,62,0,62,,"2022-12-10 19:04:23",0,0,99212D,"Ursa Major","Coe-Brown Northwood Academy","New Hampshire/Vermont","United States"
1510,62,0,62,0,62,,"2022-12-10 19:07:36",0,0,77038V,"Blanson CTE 3","BLANSON CTE HIGH SCHOOL","Texas - Region 3","United States"
1511,62,0,62,0,62,,"2022-12-10 19:32:22",0,0,1727D,REX,"DULANEY HIGH",Maryland,"United States"
1512,62,0,62,0,62,,"2022-12-10 19:39:43",0,0,1267G,Knights,"DELAWARE COUNTY CHRISTIAN SCHOOL","Pennsylvania - East","United States"
1513,62,0,62,0,62,,"2022-12-11 22:09:39",0,0,8054B,"Mustang Mechanics B","MIRA COSTA HIGH","California - Region 4","United States"
1514,62,0,62,0,62,,"2022-12-16 00:40:07",0,0,23004B,"not secret spies","ELLET HIGH SCHOOL",Ohio,"United States"
1515,62,0,62,0,62,,"2022-12-17 01:45:21",0,0,2501D,"Jacket Robotics","THOMAS JEFFERSON HIGH SCHOOL",Iowa,"United States"
1516,62,0,62,0,62,,"2022-12-17 18:04:17",0,0,1815C,"WCS CATaclysm - Centurion","WESTBURY CHRISTIAN SCHOOL","Texas - Region 3","United States"
1517,62,0,62,0,62,,"2022-12-17 20:36:23",0,0,6277A,RoboCavs,"THE HARVEY SCHOOL","New York-South","United States"
1518,62,0,62,0,62,,"2022-12-17 21:04:55",0,0,210W,"Enter Kardon","Western Mechatronics",Alberta/Saskatchewan,Canada
1519,62,0,62,0,62,,"2022-12-17 23:33:35",0,0,3300F,"Andrew Fan Club","Western Canada High School",Alberta/Saskatchewan,Canada
1520,62,0,62,0,62,,"2022-12-21 18:48:16",0,0,14735B,"Team Umizoomi","Fillmore Central School","New York-North","United States"
1521,61,18,43,20,43,"2022-12-03 19:56:13","2022-12-17 20:07:51",0,0,3636B,RAMpage,"WEST HIGH",Wisconsin,"United States"
1522,61,15,46,19,47,"2022-11-19 18:24:43","2022-12-10 17:51:28",0,0,8903K,"JROTC Green Knights","Mount Pleasant High School",Delmarva,"United States"
1523,61,19,42,19,42,"2022-12-10 18:52:55","2022-12-10 16:20:04",0,0,13907A,"Autauga Co. Tech Center","AUTAUGA COUNTY TECHNOLOGY CENTER",Alabama,"United States"
1524,61,15,46,15,55,"2022-12-17 20:24:17","2022-11-19 17:30:28",50,0,755F,"little Goblins",CENTRE,Kansas,"United States"
1525,61,12,49,12,49,"2022-11-05 20:24:58","2022-11-05 20:24:47",0,0,3948A,MRT,"Modesto Robotics & Technology","California - Region 2","United States"
1526,61,6,55,11,55,"2022-11-19 16:03:01","2022-12-17 18:07:48",45,0,15352B,"Vex Ed","SEAMAN HIGH",Kansas,"United States"
1527,61,10,51,10,51,"2022-12-10 14:43:23","2022-12-10 14:34:10",40,0,56W,"Cape Robotics W","Cape Elizabeth High School",Maine,"United States"
1528,61,10,51,10,51,"2022-12-10 15:18:36","2022-12-10 16:18:05",1,0,3921A,Phoenix,"COLLEGE AND CAREER ACADEMY",Georgia,"United States"
1529,61,10,51,10,51,"2022-11-12 22:23:53","2022-11-12 21:50:16",0,0,19697W,"3 Idiots","Jordan Highschool TX Katy TX","Texas - Region 3","United States"
1530,61,10,51,10,51,"2022-12-03 17:58:17","2022-12-03 17:40:50",0,0,97671A,"Tax Evasion","CLINTON HIGH","South Carolina","United States"
1531,61,9,52,9,52,"2022-12-03 20:53:27","2022-12-03 23:22:43",28,0,9364H,"Iron Eagles - Halcyon","Brentwood Academy",Tennessee,"United States"
1532,61,0,61,7,61,"2022-10-29 18:01:30","2022-11-12 20:03:34",0,0,7996C,KnightLight,"HIGLEY HIGH SCHOOL",Arizona,"United States"
1533,61,6,55,6,55,"2022-11-12 18:21:07","2022-11-12 18:14:39",59,0,550E,"AHS Robotics","APOPKA HIGH","Florida - North/Central","United States"
1534,61,6,55,6,55,"2022-12-10 18:53:58","2022-12-10 15:45:51",55,0,55139B,"Panther Force","CYPRESS LAKE HIGH SCHOOL","Florida - South","United States"
1535,61,6,55,6,55,"2022-10-30 17:40:10","2022-10-30 17:40:23",51,0,1898A,Olympus,"MILTON HIGH","Southern New England","United States"
1536,61,6,55,6,55,"2022-12-03 20:53:12","2022-12-03 18:28:50",33,0,97934H,"RoboPanthers - Potatocorn the Thecond","FRANKLIN ROAD ACADEMY",Tennessee,"United States"
1537,61,3,58,6,58,"2022-11-05 18:52:59","2022-10-29 20:13:10",0,0,7282W,AutoFlashes,"Franklin Central High School",Indiana,"United States"
1538,61,6,55,6,55,"2022-11-12 19:09:20","2022-11-12 18:01:24",0,0,2101R,"PHS Team #1","Parkersburg High School","West Virginia","United States"
1539,61,5,56,5,56,"2022-12-10 16:36:15","2022-12-10 19:26:48",0,0,62185A,"Tyrannosaurus VEX","Homebot Robotics",Minnesota,"United States"
1540,61,0,61,0,61,,"2022-10-22 14:55:28",0,0,2140C,"Sinking Slowly","JENISON HIGH SCHOOL",Michigan,"United States"
1541,61,0,61,0,61,,"2022-10-22 17:36:29",0,0,58484B,"Covenant Christian Academy - High School","COVENANT CHRISTIAN ACADEMY",Georgia,"United States"
1542,61,0,61,0,61,,"2022-10-29 14:38:42",0,0,99208C,"Savages 3","BROKEN BOW HIGH SCHOOL",Oklahoma,"United States"
1543,61,0,61,0,61,,"2022-11-05 19:06:25",0,0,2719A,Firecats,"TRITON CENTRAL HIGH SCHOOL",Indiana,"United States"
1544,61,0,61,0,61,,"2022-11-09 22:48:44",0,0,44012E,"Flaming Computers","Avon Lake High School - YTA",Ohio,"United States"
1545,61,0,61,0,61,,"2022-11-12 17:13:13",0,0,8000E,"HRS Robohawks","HEAD ROYCE SCHOOL","California - Region 2","United States"
1546,61,0,61,0,61,,"2022-11-19 17:10:02",0,0,9457T,"Mankato East Complexity","MANKATO EAST SENIOR HIGH",Minnesota,"United States"
1547,61,0,61,0,61,,"2022-11-19 21:26:37",0,0,3249F,"Failed Lottery Tickets","VANCOUVER ITECH PREPARATORY",Oregon,"United States"
1548,61,0,61,0,61,,"2022-11-19 22:34:10",0,0,6104B,"Chargers 2","SHORECREST PREPARATORY SCHOOL","Florida - North/Central","United States"
1549,61,0,61,0,61,,"2022-11-19 23:50:31",0,0,5968Y,"Cougar Tech","KEAAU HIGH SCHOOL",Hawaii,"United States"
1550,61,0,61,0,61,,"2022-11-30 12:55:25",0,0,84899A,Allen,"Radley College","United Kingdom","United Kingdom"
1551,61,0,61,0,61,,"2022-12-03 06:44:03",0,0,44448C,"Luna Calli","St Andrews International School Bangkok",Thailand,Thailand
1552,61,0,61,0,61,,"2022-12-03 17:39:32",0,0,7157A,"Revenge Of The Titans","Bears Robotics @ Chittenango High School","New York-North","United States"
1553,61,0,61,0,61,,"2022-12-03 18:36:02",0,0,66659A,Vexington,"Lexington High School","Southern New England","United States"
1554,61,0,61,0,61,,"2022-12-03 19:52:25",0,0,68561B,"Buttery Biscuits","WEST HOLMES MIDDLE SCHOOL",Ohio,"United States"
1555,61,0,61,0,61,,"2022-12-03 22:23:57",0,0,89040A,"Moapa Marauders","MOAPA VALLEY HIGH SCHOOL",Nevada,"United States"
1556,61,0,61,0,61,,"2022-12-10 17:10:22",0,0,42368E,Cheezrs,"BURKBURNETT HIGH SCHOOL","Texas - Region 2","United States"
1557,61,0,61,0,61,,"2022-12-10 18:32:09",0,0,4303C,"Cinnamon Toast Crunch","FOREST PARK HIGH SCHOOL",Virginia,"United States"
1558,61,0,61,0,61,,"2022-12-11 21:53:45",0,0,34690B,"Vikings Robotics","CAMPBELL HALL (EPISCOPAL)","California - Region 4","United States"
1559,61,0,61,0,61,,"2022-12-16 04:34:47",0,0,95829A,"Cybertronic Huskies","SHELDON HIGH","California - Region 2","United States"
1560,61,0,61,0,61,,"2022-12-17 19:08:34",0,0,18865A,"Slidell High Robotics","SLIDELL HIGH SCHOOL",Louisiana,"United States"
1561,61,0,61,0,61,,"2022-12-17 21:24:44",0,0,70724X,"SoCo GRL-1","forming Solano County Girls Robotics League","California - Region 2","United States"
1562,61,0,61,0,61,,"2022-12-17 22:33:26",0,0,1104V,"Discobots Venom ひ","Brampton Robotics Education",Ontario,Canada
1563,60,0,60,28,60,"2022-11-22 13:35:30","2022-11-05 19:06:02",0,0,20605A,"First Class","ALEXANDRIA HIGH SCHOOL",Alabama,"United States"
1564,60,22,38,22,38,"2022-12-03 22:11:49","2022-12-03 21:07:07",47,0,47510W,"Phoenix Horizon","Robotics Edge, LLC.",Arizona,"United States"
1565,60,13,47,13,47,"2022-10-29 20:38:40","2022-11-21 22:12:41",52,0,1815E,"WCS CATaclysm - Eve","WESTBURY CHRISTIAN SCHOOL","Texas - Region 3","United States"
1566,60,10,50,10,50,"2022-12-03 16:47:13","2022-12-03 16:55:47",0,0,6978X,Xenon,"Highland High School",Ohio,"United States"
1567,60,10,50,10,50,"2022-12-17 01:56:47","2022-12-17 00:17:07",0,0,5069Y,Y-Nots,"Millard North High School",Nebraska,"United States"
1568,60,10,50,10,50,"2022-12-24 12:43:48","2022-12-25 06:59:54",0,0,34736A,"Flare Robotics","FMV Erenköy Işık Lisesi ve Fen Lisesi",Türkiye,Türkiye
1569,60,8,52,8,52,"2022-12-03 22:26:57","2022-12-03 22:29:15",41,0,9328E,"Shasta Robotics","Shasta High School","California - Region 1","United States"
1570,60,8,52,8,52,"2022-09-24 14:52:01","2022-09-24 14:20:43",0,0,94W,CSN,"COMMUNITY SCHOOL OF NAPLES","Florida - South","United States"
1571,60,7,53,7,57,"2022-11-19 19:54:10","2022-10-29 15:47:56",29,0,9257G,OG,"Covington Catholic High School",Kentucky,"United States"
1572,60,0,60,7,60,"2022-12-02 20:04:32","2022-10-29 19:24:27",44,0,1082S,"Disc Go Brrr","LOVEJOY HIGH SCHOOL","Texas - Region 2","United States"
1573,60,5,55,5,55,"2022-11-12 23:26:44","2022-11-12 23:23:08",0,0,94027A,"Joe's Skambreakers","Menlo School","California - Region 2","United States"
1574,60,5,55,5,55,"2022-12-10 19:37:05","2022-12-10 18:51:15",0,0,6408E,"Syntechs Robotics HWSS","Heritage Woods Secondary","British Columbia (BC)",Canada
1575,60,4,56,4,56,"2022-11-19 14:59:48","2022-11-19 15:01:55",0,0,36620B,"Goofy Goobers","UNITY CHRISTIAN HIGH SCHOOL",Michigan,"United States"
1576,60,3,57,3,57,"2022-12-17 18:21:57","2022-12-17 18:11:30",55,0,53B,"Area 53 Alien Raiders","Greenbelt Robotics Team",Maryland,"United States"
1577,60,2,58,2,58,"2022-12-13 00:12:33","2022-12-13 00:34:05",38,0,32511C,"Montgomery Bell Academy","MONTGOMERY BELL ACADEMY",Tennessee,"United States"
1578,60,0,60,0,60,,"2022-10-11 21:50:29",0,0,63310K,Nemesis,"Katy High School","Texas - Region 3","United States"
1579,60,0,60,0,60,,"2022-11-12 19:45:20",0,0,60883Z,Zoinkz,"AKRON STEM HIGH SCHOOL",Ohio,"United States"
1580,60,0,60,0,60,,"2022-11-19 15:31:21",0,0,5155W,"Glucose Guardian","CROSS COUNTY HIGH SCHOOL",Nebraska,"United States"
1581,60,0,60,0,60,,"2022-11-19 22:51:38",0,0,6374A,"Bionic Bruins","BRANHAM HIGH","California - Region 2","United States"
1582,60,0,60,0,60,,"2022-11-19 23:55:23",0,0,1869B,RoboJoeB,"Saint Joseph School",Hawaii,"United States"
1583,60,0,60,0,60,,"2022-12-04 19:14:30",0,0,5313B,"Robo Rebels","SHAWSHEEN VALLEY VOCATIONAL TECHNICAL HIGH SCHOOL","Southern New England","United States"
1584,60,0,60,0,60,,"2022-12-10 16:48:56",0,0,72501C,"Southside Charter High","SOUTHSIDE CHARTER HIGH SCHOOL",Arkansas,"United States"
1585,60,0,60,0,60,,"2022-12-10 18:47:20",0,0,7135D,"Loyola Robotics-D","Loyola Blakefield",Maryland,"United States"
1586,60,0,60,0,60,,"2022-12-10 19:12:03",0,0,72788A,RoboHawks,"CASS CITY JR AND SR HIGH SCHOOL",Michigan,"United States"
1587,60,0,60,0,60,,"2022-12-17 18:47:55",0,0,7882A,"The Losers","MAHONING CAREER & TECHNICAL",Ohio,"United States"
1588,59,15,44,15,44,"2022-12-03 18:46:38","2022-12-03 19:29:12",0,0,99989E,"Codemandos 5","Hendersonville High School",Tennessee,"United States"
1589,59,0,59,14,59,"2022-10-19 22:25:40","2022-10-29 18:20:42",0,0,19713E,"Cypress Ranch High School","Cypress Ranch High School","Texas - Region 3","United States"
1590,59,13,46,13,46,"2022-10-15 20:50:41","2022-10-15 21:51:49",56,0,7983K,"Centennial CyberHawks K","Centennial High School","California - Region 3","United States"
1591,59,13,46,13,49,"2022-12-10 19:00:48","2022-11-12 17:27:59",0,0,99119B,"PRHS Bobcats","Plymouth Regional High School","New Hampshire/Vermont","United States"
1592,59,5,54,13,55,"2022-12-16 21:34:35","2022-08-13 21:19:02",0,0,8110B,Autobytes,"Mankato West Robotics",Minnesota,"United States"
1593,59,13,46,13,46,"2022-11-12 15:42:49","2022-11-12 14:52:15",0,0,5B,"The Top G's","RAVENNA SENIOR HIGH",Nebraska,"United States"
1594,59,13,46,13,46,"2022-12-02 20:44:26","2022-12-02 18:28:38",0,0,1588N,"Crash Test Dummies","Wood River High School",Idaho,"United States"
1595,59,0,59,6,59,"2022-12-10 20:56:02","2022-11-05 19:30:01",0,0,2323G,"""Temporary...""","WEBER INNOVATION HIGH SCHOOL",Utah,"United States"
1596,59,0,59,5,59,"2022-10-29 17:37:06","2022-12-10 16:05:56",0,0,9257E,Colonels-E,"COVINGTON CATHOLIC HIGH SCHOOL",Kentucky,"United States"
1597,59,5,54,5,54,"2022-12-10 19:33:30","2022-12-10 19:35:59",0,0,20220A,Defenders20220A,"BRYAN STATION HIGH SCHOOL",Kentucky,"United States"
1598,59,0,59,4,59,"2022-12-10 18:38:10","2022-10-29 16:10:50",44,0,5150J,"Mad Hatters","DANBURY HIGH SCHOOL","Southern New England","United States"
1599,59,3,56,3,56,"2022-11-13 18:27:59","2022-11-13 18:13:08",52,0,40684F,"System.out.println(""Insert Name"");","NAPOLEON HIGH SCHOOL",Michigan,"United States"
1600,59,0,59,3,59,"2022-11-12 19:24:28","2022-12-17 18:34:14",0,0,59B,RAMTECH,"MIAMI CORAL PARK SENIOR HIGH","Florida - South","United States"
1601,59,3,56,3,56,"2022-09-24 15:29:36","2022-09-24 15:25:28",0,0,94A,CSN,"Community School of Naples","Florida - South","United States"
1602,59,3,56,3,56,"2022-11-10 01:50:59","2022-11-10 01:37:31",0,0,60466A,Raptors,"Rich Township High School",Illinois,"United States"
1603,59,3,56,3,56,"2022-12-02 20:07:30","2022-12-02 20:13:08",0,0,32410B,"The Mad Hatters","Redwater High School","Texas - Region 2","United States"
1604,59,2,57,2,57,"2022-12-03 17:33:43","2022-12-03 17:35:47",57,0,11591Y,"Circuit Breakers","PLAINWELL HIGH SCHOOL",Michigan,"United States"
1605,59,0,59,0,59,"2022-11-19 20:29:02","2022-11-19 19:45:12",0,0,1532E,"Space Monkey Mafia","BEMIDJI SENIOR HIGH",Minnesota,"United States"
1606,59,0,59,0,59,,"2022-10-08 17:43:04",0,0,8787X,"STEM Robotics","Eastwood High School","Texas - Region 1","United States"
1607,59,0,59,0,59,,"2022-10-29 14:18:33",0,0,99208D,"Savages 4","BROKEN BOW HIGH SCHOOL",Oklahoma,"United States"
1608,59,0,59,0,59,,"2022-10-29 21:34:35",0,0,87201Z,Blockheadz,"KILLIAN HILL CHRISTIAN SCHOOL",Georgia,"United States"
1609,59,0,59,0,59,,"2022-11-05 16:46:14",0,0,2719F,"Pushbot Mafia","TRITON CENTRAL HIGH SCHOOL",Indiana,"United States"
1610,59,0,59,0,59,,"2022-11-19 06:38:55",0,0,73334W,"Screw it!!!","Washington High School","Chinese Taipei",Taiwan
1611,59,0,59,0,59,,"2022-11-19 17:27:41",0,0,80075T,"Spare 0's","VON STEUBEN METRO SCIENCE HIGH SCHOOL",Illinois,"United States"
1612,59,0,59,0,59,,"2022-12-03 15:03:25",0,0,13444D,"Loose Screws","COVENANT CHRISTIAN HIGH SCHOOL",Michigan,"United States"
1613,59,0,59,0,59,,"2022-12-03 15:16:33",0,0,415D,"O5 Council","Anderson I & II Career & Technology Center","South Carolina","United States"
1614,59,0,59,0,59,,"2022-12-03 17:48:49",0,0,597B,"Robobusters Green","SCHOOL OF SCIENCE AND ENGINEERING","Texas - Region 2","United States"
1615,59,0,59,0,59,,"2022-12-03 18:42:54",0,0,733C,"NP3 Pirates C","NATOMAS PACIFIC PATHWAYS PREP","California - Region 2","United States"
1616,59,0,59,0,59,,"2022-12-03 19:10:26",0,0,73973B,"White House Robotics","WHITE HOUSE HIGH SCHOOL",Tennessee,"United States"
1617,59,0,59,0,59,,"2022-12-03 22:24:46",0,0,9922C,Dreddsters,"BASIC ACADEMY OF INT'L STUDIES HIGH SCHOOL",Nevada,"United States"
1618,59,0,59,0,59,,"2022-12-10 18:39:35",0,0,502E,"The Swarm","SD41 Mechatronics, Burnaby","British Columbia (BC)",Canada
1619,59,0,59,0,59,,"2022-12-10 19:15:49",0,0,72247B,"Men In Black",,Ohio,"United States"
1620,59,0,59,0,59,,"2022-12-10 19:59:23",0,0,502S,"The Swarm","SD41 Mechatronics, Burnaby","British Columbia (BC)",Canada
1621,59,0,59,0,59,,"2022-12-10 20:23:56",0,0,1069F,Neo-LiveWire,"Berthoud Robotics",Colorado,"United States"
1622,59,0,59,0,59,,"2022-12-10 20:47:26",0,0,72501A,"Southerner Robotics","SOUTHSIDE CHARTER HIGH SCHOOL",Arkansas,"United States"
1623,59,0,59,0,59,,"2022-12-13 23:19:03",0,0,3145J,"System Overload","Triway High School",Ohio,"United States"
1624,59,0,59,0,59,,"2022-12-17 18:16:45",0,0,6978B,Broskis,"Highland High School",Ohio,"United States"
1625,59,0,59,0,59,,"2022-12-17 20:52:36",0,0,2567F,"Porta-Botz! - Floater","Portage High School PLTW/Robotics",Indiana,"United States"
1626,59,0,59,0,59,,"2022-12-17 21:02:42",0,0,82855G,"STL Gonk","Lions Robotics",Ontario,Canada
1627,59,0,59,0,59,,"2022-12-17 21:19:23",0,0,2270A,"Esc. Especializada Thomas Armstrong Toro","Esc. Especializada Thomas Armstrong Toro","Puerto Rico","Puerto Rico"
1628,59,0,59,0,59,,"2022-12-18 00:33:08",0,0,93332E,93332E,ICC,"California - Region 2","United States"
1629,58,16,42,22,42,"2022-09-11 00:50:07","2022-10-23 00:29:35",0,0,3008A,"Team Magma","kalani High school",Hawaii,"United States"
1630,58,18,40,18,40,"2022-12-03 19:27:43","2022-12-03 18:44:40",0,0,31077B,"Please Work","HILBERT HIGH",Wisconsin,"United States"
1631,58,16,42,16,42,"2022-12-10 18:48:12","2022-12-10 15:53:38",50,0,32563B,"Port Jervis High School 2","PORT JERVIS SENIOR HIGH SCHOOL","New York-South","United States"
1632,58,11,47,16,47,"2022-11-22 13:34:58","2022-12-03 16:40:43",0,0,29204H,"Oxford Omega 5","Oxford High School",Alabama,"United States"
1633,58,16,42,16,45,"2022-11-19 20:50:30","2022-12-17 00:57:17",0,0,43280C,"El Zeusadores","Elkhorn North High School",Nebraska,"United States"
1634,58,6,52,12,52,"2022-10-29 15:43:00","2022-11-19 20:44:19",4,0,1881A,"Programmers in Plaid","DUCHESNE ACADEMY OF THE SACRED HEART",Nebraska,"United States"
1635,58,12,46,12,53,"2022-10-22 18:34:22","2022-11-19 16:25:39",0,0,13444A,RoboChargers,"COVENANT CHRISTIAN HIGH SCHOOL",Michigan,"United States"
1636,58,6,52,6,52,"2022-12-03 20:22:01","2022-12-03 20:38:41",50,11,32092F,M.A.R.R.S.,"Stargate Charter School",Colorado,"United States"
1637,58,6,52,6,52,"2022-11-05 18:44:53","2022-11-05 18:47:24",50,0,71056A,"Bulldogs A","SPRINGDALE HIGH SCHOOL",Arkansas,"United States"
1638,58,6,52,6,52,"2022-12-14 01:04:06","2022-12-14 01:18:01",50,0,8931E,"V-Bots Bluez Cluez","LAKE STEVENS SR HIGH SCHOOL",Washington,"United States"
1639,58,6,52,6,52,"2022-12-03 21:37:39","2022-12-03 21:29:53",45,0,1812C,"NM VoltMasters-Clawsper","North Marion High School",Oregon,"United States"
1640,58,6,52,6,52,"2022-11-12 16:56:09","2022-11-12 15:30:55",0,0,51671A,"Skeeter Battalion","MESQUITE HIGH SCHOOL","Texas - Region 2","United States"
1641,58,6,52,6,52,"2022-11-12 17:00:54","2022-11-12 15:43:56",0,0,51671B,"Skeeter Battalion","MESQUITE HIGH SCHOOL","Texas - Region 2","United States"
1642,58,6,52,6,52,"2022-11-12 20:32:31","2022-11-12 20:34:28",0,0,33172Y,"Doral Robotics","Doral Academy Charter High School","Florida - South","United States"
1643,58,6,52,6,52,"2022-11-19 19:39:56","2022-11-19 19:42:27",0,0,4149C,"TOT'S BOT'S","Grygla Secondary",Minnesota,"United States"
1644,58,6,52,6,52,"2022-12-10 16:47:08","2022-12-10 18:17:02",0,0,17814W,"Organized Chaos","WESTON HIGH SCHOOL","Southern New England","United States"
1645,58,4,54,4,54,"2022-11-10 01:33:46","2022-11-10 02:03:48",0,0,20612D,"Blazin' Bots","BLOOM TRAIL HIGH SCHOOL",Illinois,"United States"
1646,58,3,55,3,55,"2022-11-19 17:32:25","2022-11-19 14:29:35",52,0,1353Z,"Farmingdale Robotics","FARMINGDALE SENIOR HIGH SCHOOL","New York-South","United States"
1647,58,3,55,3,55,"2022-12-17 18:15:42","2022-12-17 17:58:52",45,0,5588T,"Calvert Hall Cardinals","CALVERT HALL COLLEGE HIGH SCHOOL",Maryland,"United States"
1648,58,1,57,1,57,"2022-12-03 18:42:43","2022-12-03 16:57:27",0,0,57069W,"Cyber Wolves 2.0","Robotics of Vermillion","South Dakota","United States"
1649,58,0,58,0,58,,"2022-08-14 05:28:29",0,0,18522R,新起点机器人实验室R队,新起点机器人实验室,China,China
1650,58,0,58,0,58,,"2022-10-29 14:43:51",0,0,7121D,"Maverick Robotics","ARCHBISHOP EDWARD MCCARTHY HIGH SCHOOL","Florida - South","United States"
1651,58,0,58,0,58,,"2022-10-29 16:27:52",0,0,2011G,GOAT,"BRECKSVILLE-BROADVIEW HEIGHTS HIGH SCHOOL",Ohio,"United States"
1652,58,0,58,0,58,,"2022-11-05 21:07:09",0,0,95100C,"Los Primos + Amigos","CORNING HIGH","California - Region 1","United States"
1653,58,0,58,0,58,,"2022-11-12 19:21:01",0,0,61391Z,"Valor Wildcats","Valor Voyager Academy",Tennessee,"United States"
1654,58,0,58,0,58,,"2022-11-12 20:35:18",0,0,36867C,"Dirty Devils","Central Freshman Academy",Alabama,"United States"
1655,58,0,58,0,58,,"2022-11-12 21:27:57",0,0,400B,"Out of sizing","BALL HIGH SCHOOL","Texas - Region 3","United States"
1656,58,0,58,0,58,,"2022-11-13 21:21:55",0,0,95071Z,"Saratoga High","SARATOGA HIGH","California - Region 2","United States"
1657,58,0,58,0,58,,"2022-11-19 17:27:06",0,0,8110X,"Golden Gears","Mankato West Robotics",Minnesota,"United States"
1658,58,0,58,0,58,,"2022-11-19 18:55:36",0,0,7686A,ISLANDERS,"Tiger Robotics","South Dakota","United States"
1659,58,0,58,0,58,,"2022-11-19 21:09:17",0,0,60172U,"Spring Rolls","Lake Park High School",Illinois,"United States"
1660,58,0,58,0,58,,"2022-11-30 14:14:19",0,0,6023F,"StoweBots - Falcon","Stowe School","United Kingdom","United Kingdom"
1661,58,0,58,0,58,,"2022-12-03 18:13:51",0,0,9821C,"Green Machine","EAST GRAND FORKS SENIOR HIGH",Minnesota,"United States"
1662,58,0,58,0,58,,"2022-12-03 19:48:55",0,0,1082D,"Goofy Goobers","Lovejoy High School","Texas - Region 2","United States"
1663,58,0,58,0,58,,"2022-12-03 20:56:06",0,0,80550B,"M & M","WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE H",Colorado,"United States"
1664,58,0,58,0,58,,"2022-12-03 21:05:25",0,0,74602B,"DCHS - Spidernuts","Daviess County High School",Kentucky,"United States"
1665,58,0,58,0,58,,"2022-12-03 21:07:57",0,0,7870A,we_are_just_A_team,"CORONADO HIGH SCHOOL",Nevada,"United States"
1666,58,0,58,0,58,,"2022-12-09 00:35:18",0,0,13205C,"STEM Pythons","STEM SCHOOL CHATTANOOGA",Tennessee,"United States"
1667,58,0,58,0,58,,"2022-12-10 17:43:44",0,0,80550X,PhyniX,"WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE H",Colorado,"United States"
1668,58,0,58,0,58,,"2022-12-10 18:01:29",0,0,13838A,"Worcestershire Wildlife Preserve","ALTAMONT SCHOOL",Utah,"United States"
1669,58,0,58,0,58,,"2022-12-10 18:10:18",0,0,7135J,"Loyola Robotics - J","Loyola Blakefield",Maryland,"United States"
1670,58,0,58,0,58,,"2022-12-10 18:26:36",0,0,877W,"Avoid the Woid","RIDGEFIELD HIGH SCHOOL","Southern New England","United States"
1671,58,0,58,0,58,,"2022-12-10 18:41:54",0,0,4303X,"Mental Breakdown","FOREST PARK HIGH",Virginia,"United States"
1672,58,0,58,0,58,,"2022-12-10 19:03:23",0,0,134F,"Team Discovery - Flex","PEMBROKE ACADEMY","New Hampshire/Vermont","United States"
1673,58,0,58,0,58,,"2022-12-10 19:15:14",0,0,82473C,"Park Crossing Thunderbots","PARK CROSSING HIGH SCHOOL",Alabama,"United States"
1674,58,0,58,0,58,,"2022-12-10 20:16:14",0,0,3162A,"HHS Gearheads","HUNTINGTON HIGH SCHOOL","Texas - Region 3","United States"
1675,58,0,58,0,58,,"2022-12-11 19:43:10",0,0,39D,"Deoxyribonucleic Acid","CRANBROOK SCHOOLS",Michigan,"United States"
1676,58,0,58,0,58,,"2022-12-16 20:56:40",0,0,9457C,"The Minnesotans","MANKATO EAST SENIOR HIGH",Minnesota,"United States"
